"","tipo","carro","tempo","link_yt","data_publicacao","duracao_video_min","views","likes","dislikes","url_thumbnail","data_captura"
"269","Preparados","Honda Civic Si Stage 1 by Stradale",66.92,"https://www.youtube.com/watch?v=TM5w418oTh4","1/04/2019",0.2,185484,18609,150,"https://i.ytimg.com/vi/TM5w418oTh4/maxresdefault.jpg","29/08/2020"
"270","Preparados","Opala Old Stock",67.415,"https://www.youtube.com/watch?v=oojhh_ZaU5s","27/08/2018",0.2,262758,28192,110,"https://i.ytimg.com/vi/oojhh_ZaU5s/maxresdefault.jpg","29/08/2020"
"271","Preparados","BMW M4 “Calanguejo”",67.515,"https://www.youtube.com/watch?v=Y1UCe-BRLWg","30/07/2018",0.25,542886,31900,214,"https://i.ytimg.com/vi/Y1UCe-BRLWg/maxresdefault.jpg","29/08/2020"
"272","Preparados","Gol GLR",70.948,"https://www.youtube.com/watch?v=WxW3GAvHWPY","11/05/2015",0.2,795569,22676,196,"https://i.ytimg.com/vi/WxW3GAvHWPY/maxresdefault.jpg","29/08/2020"
"273","Preparados","Volkswagen Polo TSI Stradale",71.144,"https://www.youtube.com/watch?v=RGRd38cnN9c","29/10/2018",0.2,358164,23976,96,"https://i.ytimg.com/vi/RGRd38cnN9c/maxresdefault.jpg","29/08/2020"
"274","Preparados","Volkswagen Up TSI Armada",71.432,"https://www.youtube.com/watch?v=1V8vUQ7P1jw","24/12/2018",0.2,318699,20638,192,"https://i.ytimg.com/vi/1V8vUQ7P1jw/maxresdefault.jpg","29/08/2020"
"275","Preparados","Fórmula SAE MR17",73.516,"https://www.youtube.com/watch?v=79S0_Zjj63I","5/11/2018",0.2,175438,15224,238,"https://i.ytimg.com/vi/79S0_Zjj63I/maxresdefault.jpg","29/08/2020"
"276","Preparados","Fórmula SAE MR17",73.516,"https://www.youtube.com/watch?v=79S0_Zjj63I","5/11/2018",0.5,175438,15224,238,"https://i.ytimg.com/vi/79S0_Zjj63I/maxresdefault.jpg","29/08/2020"
"277","Preparados","VW Golf GTi 1994 Reloaded",74.943,"https://www.youtube.com/watch?v=8uTCsrjEVec","29/04/2019",0.2,158617,16865,118,"https://i.ytimg.com/vi/8uTCsrjEVec/maxresdefault.jpg","29/08/2020"
"278","Preparados","Ford Mustang Eleanor 1968",75.566,"https://www.youtube.com/watch?v=bPkfmdyNXsU","16/01/2017",0.2,928388,36061,315,"https://i.ytimg.com/vi/bPkfmdyNXsU/maxresdefault.jpg","29/08/2020"
"279","Preparados","AceleCarro (Peugeot 306 Rallye 2001)",76.943,"https://www.youtube.com/watch?v=ynHST4IckCw","11/12/2017",0.2,162909,20928,129,"https://i.ytimg.com/vi/ynHST4IckCw/maxresdefault.jpg","29/08/2020"
"280","Preparados","Ford Escort “Cosworth”",78.694,"https://www.youtube.com/watch?v=IpZ7tvv58YU","9/10/2017",0.2,297794,19389,238,"https://i.ytimg.com/vi/IpZ7tvv58YU/maxresdefault.jpg","29/08/2020"
"281","Preparados","VW Kombi Last Edition (preparado)",90.253,"https://www.youtube.com/watch?v=qyrJOH0QH5E","26/10/2015",0.2,615435,19170,224,"https://i.ytimg.com/vi/qyrJOH0QH5E/maxresdefault.jpg","29/08/2020"
"282","Preparados","Delorean DMC-12",107.54,"https://www.youtube.com/watch?v=qyrJOH0QH5E","26/10/2015",0.2,615435,19170,224,"https://i.ytimg.com/vi/qyrJOH0QH5E/maxresdefault.jpg","29/08/2020"
"283","Motos","Honda CBR 1000 RR",54.697,"https://www.youtube.com/watch?v=MtR6kox6JpE","14/08/2017",0.2,479905,38917,189,"https://i.ytimg.com/vi/MtR6kox6JpE/maxresdefault.jpg","29/08/2020"
"284","Motos","Ducati Panigale SuperNaked",56.63,"https://www.youtube.com/watch?v=MneHyRmdLgw&t=611s","19/12/2016",11.55,303415,15725,109,"https://i.ytimg.com/vi/MneHyRmdLgw/maxresdefault.jpg","29/08/2020"
"285","Motos","Kawasaki Ninja H2R",57.06,"https://www.youtube.com/watch?v=83znhEEAJvI","15/08/2016",0.2,1737156,64483,540,"https://i.ytimg.com/vi/83znhEEAJvI/maxresdefault.jpg","29/08/2020"
"286","Motos","BMW S1000 R",59.581,"https://www.youtube.com/watch?v=6ORK9TXk03I","30/09/2014",0.2,275824,6018,20,"https://i.ytimg.com/vi/6ORK9TXk03I/maxresdefault.jpg","29/08/2020"
"287","Motos","Yamaha YZF-R1",60.326,"https://www.youtube.com/watch?v=c0lka_b3Xok","5/01/2015",0.2,258948,4993,38,"https://i.ytimg.com/vi/c0lka_b3Xok/maxresdefault.jpg","29/08/2020"
"288","Motos","BMW S 1000 XR",60.532,"https://www.youtube.com/watch?v=RLQlIqVmmU4","9/01/2017",0.25,1027228,28063,432,"https://i.ytimg.com/vi/RLQlIqVmmU4/maxresdefault.jpg","29/08/2020"
"289","Motos","Honda CBR 600RR",62.502,"https://www.youtube.com/watch?v=fLsf9eFA25E","21/10/2014",0.2,208447,4858,32,"https://i.ytimg.com/vi/fLsf9eFA25E/maxresdefault.jpg","29/08/2020"
"290","Motos","Ducati Multistrada",62.573,"https://www.youtube.com/watch?v=D0o7822NJTs","18/11/2014",0.25,199707,4220,33,"https://i.ytimg.com/vi/D0o7822NJTs/maxresdefault.jpg","29/08/2020"
"291","Motos","Ducati 1999 Panigale S Senna",63.062,"https://www.youtube.com/watch?v=swkVwGBwQe8","29/02/2016",0.2,879057,21450,215,"https://i.ytimg.com/vi/swkVwGBwQe8/maxresdefault.jpg","29/08/2020"
"292","Motos","Yamaha MT-09 Tracer",64.253,"https://www.youtube.com/watch?v=RLQlIqVmmU4","9/01/2017",0.25,1027228,28063,432,"https://i.ytimg.com/vi/RLQlIqVmmU4/maxresdefault.jpg","29/08/2020"
"293","Motos","Honda CBR 500R",67.965,"https://www.youtube.com/watch?v=9MJtJhzzTF8","27/04/2015",0.2,299247,4777,77,"https://i.ytimg.com/vi/9MJtJhzzTF8/maxresdefault.jpg","29/08/2020"
"294","Motos","Kawasaki Ninja 300",68.902,"https://www.youtube.com/watch?v=0AZEsMmB16Q","16/02/2015",0.25,196838,4440,48,"https://i.ytimg.com/vi/0AZEsMmB16Q/maxresdefault.jpg","29/08/2020"
"295","Motos","Triumph Bonneville Street Twin",70.411,"https://www.youtube.com/watch?v=Y75DzCeE2v8","26/09/2016",0.25,178879,6693,50,"https://i.ytimg.com/vi/Y75DzCeE2v8/maxresdefault.jpg","29/08/2020"
"296","Motos","Lady Luck",71.633,"https://www.youtube.com/watch?v=MneHyRmdLgw&t=611s","19/12/2016",11.55,303415,15725,109,"https://i.ytimg.com/vi/MneHyRmdLgw/maxresdefault.jpg","29/08/2020"
"297","Motos","Bendita Macchina Lusco-Fusco",83.252,"https://www.youtube.com/watch?v=MneHyRmdLgw&t=611s","19/12/2016",11.55,303415,15725,109,"https://i.ytimg.com/vi/MneHyRmdLgw/maxresdefault.jpg","29/08/2020"
"298","Motos","Yamaha Factor 150",93.402,"https://www.youtube.com/watch?v=yEwwah6K-9w","8/08/2016",24.13,1558094,40376,1159,"https://i.ytimg.com/vi/yEwwah6K-9w/maxresdefault.jpg","29/08/2020"
"299","Motos","Bendita Macchina Shodan",96.255,"https://www.youtube.com/watch?v=yEwwah6K-9w","8/08/2016",0.1,1558094,40376,1159,"https://i.ytimg.com/vi/yEwwah6K-9w/maxresdefault.jpg","29/08/2020"
"300","Motos","Honda ML 125 1983",100.449,"https://www.youtube.com/watch?v=yEwwah6K-9w","8/08/2016",24.13,1558094,40376,1159,"https://i.ytimg.com/vi/yEwwah6K-9w/maxresdefault.jpg","29/08/2020"
"301","SUVs","Porsche Cayenne Turbo",61.984,"https://www.youtube.com/watch?v=8JBgDnZQCYk","10/06/2019",0.2,201192,19268,97,"https://i.ytimg.com/vi/8JBgDnZQCYk/maxresdefault.jpg","29/08/2020"
"302","SUVs","Porsche Macan GTS",63.575,"https://www.youtube.com/watch?v=ajLY6fn9xKs","14/01/2019",0.2,142632,12154,69,"https://i.ytimg.com/vi/ajLY6fn9xKs/maxresdefault.jpg","29/08/2020"
"303","SUVs","Porsche Macan Turbo",64.811,"https://www.youtube.com/watch?v=erEAKLCYgLQ","16/03/2015",0.2,505099,12699,77,"https://i.ytimg.com/vi/erEAKLCYgLQ/maxresdefault.jpg","29/08/2020"
"304","SUVs","Porsche Cayenne",64.887,"https://www.youtube.com/watch?v=h1IhMUfcWwc","16/03/2020",0.2,217121,14959,149,"https://i.ytimg.com/vi/h1IhMUfcWwc/hqdefault.jpg","29/08/2020"
"305","SUVs","Audi S Q5",65.855,"https://www.youtube.com/watch?v=6GKUn3y2b2Q","2/03/2015",0.2,119728,3335,10,"https://i.ytimg.com/vi/6GKUn3y2b2Q/maxresdefault.jpg","29/08/2020"
"306","SUVs","Porsche Macan",65.933,"https://www.youtube.com/watch?v=KFo09mBuXG4","6/01/2020",0.38,160244,13446,78,"https://i.ytimg.com/vi/KFo09mBuXG4/maxresdefault.jpg","29/08/2020"
"307","SUVs","BMW X6 xDrive40i M Sport",66.324,"https://www.youtube.com/watch?v=_Lm0HGrQho8","27/07/2020",0.38,242214,22136,135,"https://i.ytimg.com/vi/_Lm0HGrQho8/hqdefault.jpg","29/08/2020"
"308","SUVs","Land Rover Range Rover SRV",66.902,"https://www.youtube.com/watch?v=HkZ8K34bbys","8/02/2016",0.2,493596,15627,113,"https://i.ytimg.com/vi/HkZ8K34bbys/maxresdefault.jpg","29/08/2020"
"309","SUVs","Ford Edge ST",68.157,"https://www.youtube.com/watch?v=KFo09mBuXG4","6/01/2020",0.2,160244,13446,78,"https://i.ytimg.com/vi/KFo09mBuXG4/maxresdefault.jpg","29/08/2020"
"310","SUVs","Audi Q8 Performance Black",68.361,"https://www.youtube.com/watch?v=_Lm0HGrQho8","27/07/2020",0.38,242214,22136,135,"https://i.ytimg.com/vi/_Lm0HGrQho8/hqdefault.jpg","29/08/2020"
"311","SUVs","BMW X5 xDrive30d",69.073,"https://www.youtube.com/watch?v=h1IhMUfcWwc","16/03/2020",0.2,217121,14959,149,"https://i.ytimg.com/vi/h1IhMUfcWwc/hqdefault.jpg","29/08/2020"
"312","SUVs","BMW X2",69.413,"https://www.youtube.com/watch?v=7KnyzJJxEwI","8/10/2018",0.25,220162,15653,411,"https://i.ytimg.com/vi/7KnyzJJxEwI/maxresdefault.jpg","29/08/2020"
"313","SUVs","Chevrolet Equinox",70.023,"https://www.youtube.com/watch?v=G8g7JWs5his","12/03/2018",0.1,249403,17048,139,"https://i.ytimg.com/vi/G8g7JWs5his/maxresdefault.jpg","29/08/2020"
"314","SUVs","Honda HR-V Touring",70.423,"https://www.youtube.com/watch?v=r5k9nRbQs3Q","28/10/2019",0.25,132465,12019,69,"https://i.ytimg.com/vi/r5k9nRbQs3Q/maxresdefault.jpg","29/08/2020"
"315","SUVs","Toyota RAV4 Hybrid",70.498,"https://www.youtube.com/watch?v=r5k9nRbQs3Q","28/10/2019",0.25,132465,12019,69,"https://i.ytimg.com/vi/r5k9nRbQs3Q/maxresdefault.jpg","29/08/2020"
"316","SUVs","Peugeot 2008 THP",71.063,"https://www.youtube.com/watch?v=dx2cY_MdjTs","16/11/2015",0.25,198611,4897,55,"https://i.ytimg.com/vi/dx2cY_MdjTs/maxresdefault.jpg","29/08/2020"
"317","SUVs","Volvo XC40 T4",71.147,"https://www.youtube.com/watch?v=r5k9nRbQs3Q","28/10/2019",0.25,132465,12019,69,"https://i.ytimg.com/vi/r5k9nRbQs3Q/maxresdefault.jpg","29/08/2020"
"318","SUVs","Jaguar E-Pace P300 R-Dynamic",71.879,"https://www.youtube.com/watch?v=jBoj2JchIsk","3/06/2019",0.25,109492,12721,391,"https://i.ytimg.com/vi/jBoj2JchIsk/maxresdefault.jpg","29/08/2020"
"319","SUVs","Volkswagen T-Cross Highline",72.463,"https://www.youtube.com/watch?v=X-aj4L1sVMU","17/08/2020",0.25,161151,12137,92,"https://i.ytimg.com/vi/X-aj4L1sVMU/hqdefault.jpg","29/08/2020"
"320","SUVs","Citroën C4 Cactus Shine",72.275,"https://www.youtube.com/watch?v=PIfVPZpF52U","12/11/2018",10.8,103921,8954,109,"https://i.ytimg.com/vi/PIfVPZpF52U/maxresdefault.jpg","29/08/2020"
"321","SUVs","Novo Peugeot 3008",73.213,"https://www.youtube.com/watch?v=gSHeVWzRftk","18/09/2017",0.25,235760,11716,135,"https://i.ytimg.com/vi/gSHeVWzRftk/maxresdefault.jpg","29/08/2020"
"322","SUVs","Peugeot 3008 2015",73.346,"https://www.youtube.com/watch?v=dx2cY_MdjTs","16/11/2015",0.25,198611,4897,55,"https://i.ytimg.com/vi/dx2cY_MdjTs/maxresdefault.jpg","29/08/2020"
"323","SUVs","Chevrolet Tracker Premier",73.662,"https://www.youtube.com/watch?v=X-aj4L1sVMU","17/08/2020",0.2,161157,12137,92,"https://i.ytimg.com/vi/X-aj4L1sVMU/hqdefault.jpg","29/08/2020"
"324","SUVs","Honda HR-V EXL",74.97,"https://www.youtube.com/watch?v=wYQNolIumxk","15/02/2016",0.2,910511,18811,378,"https://i.ytimg.com/vi/wYQNolIumxk/maxresdefault.jpg","29/08/2020"
"325","SUVs","Dodge Durango Limited",75.313,"https://www.youtube.com/watch?v=o1is4bSb7Hg","20/04/2015",0.2,147815,4847,21,"https://i.ytimg.com/vi/o1is4bSb7Hg/maxresdefault.jpg","29/08/2020"
"326","SUVs","Jeep Renegade Diesel",76.651,"https://www.youtube.com/watch?v=wYQNolIumxk","15/02/2016",0.2,910511,18811,378,"https://i.ytimg.com/vi/wYQNolIumxk/maxresdefault.jpg","29/08/2020"
"327","SUVs","Ford EcoSport 1.6 Powershift",78.383,"https://www.youtube.com/watch?v=wYQNolIumxk","15/02/2016",0.2,910511,18811,378,"https://i.ytimg.com/vi/wYQNolIumxk/maxresdefault.jpg","29/08/2020"
"328","SUVs","Renault Duster Iconic",79.005,"https://www.youtube.com/watch?v=7XWG-XWZJb4","10/08/2020",0.2,152057,9219,561,"https://i.ytimg.com/vi/7XWG-XWZJb4/hqdefault.jpg","29/08/2020"
